Client,Year,Column_Name,Data_Type,Sample_Value,Unique_Values_Count,Null_Percentage
Hass Petroleum,2025,"Health & Wellbeing Clubs Interested Joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)",object,Nurture Club (Those supporting young people throug,1,65.1
Hass Petroleum,2025,"Health & Wellbeing Clubs Interested Joining - Health club (Those interested in healthy living aspects; healthy eating, exercising, health promotion etc.)",object,Health club (Those interested in healthy living as,1,47.0
Hass Petroleum,2025,Health & Wellbeing Clubs Interested Joining - Other (please specify),float64,ALL NULL,0,100.0
Smart Application,2025,Respondent ID,float64,118812247817.0,127,0.0
Smart Application,2025,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you.",object,I Agree (Continue with Survey),1,0.0
Smart Application,2025,Please select your gender,object,Male,2,0.0
Smart Application,2025,Kindly select your age group,object,26-30 years,6,0.0
Smart Application,2025,Please select your respective functional unit from the dropdown below.,object,Technology,10,0.0
Smart Application,2025,"Rank the below wellness activities in order of your preference and participation in the year 2024 (1 being the lowest, while 10 being the highest score)",float64,10.0,10,24.4
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - ZUMBA,float64,10.0,9,28.3
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - SWIMMING,float64,10.0,10,26.8
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - HIKING,float64,10.0,10,29.1
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - CYCLING,float64,2.0,10,28.3
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - RUNNING,float64,9.0,10,26.8
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - FOOTBALL,float64,1.0,10,27.6
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - MEN’ S CAVE,float64,1.0,10,29.9
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - LADIES CLUB,float64,10.0,9,44.9
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - BOOK CLUB,float64,1.0,9,31.5
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - DIET/NUTRITION PROGRAMS,float64,10.0,10,26.8
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - STAIRCASE/STEP CHALLENGE,float64,10.0,10,28.3
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - MEDITATION/YOGA/MUSIC,float64,10.0,10,26.8
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - QUIZ DAYS (TRIVIA DAYS),float64,10.0,10,33.1
Smart Application,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - Other (please specify),object,BASKETBALL,8,92.9
Smart Application,2025,Which of the above would you like to join as a champion or a committee member?,object,GYM/AEROBICS,1,66.9
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - ZUMBA,object,ZUMBA,1,85.8
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - SWIMMING,object,SWIMMING,1,74.8
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - HIKING,object,HIKING,1,72.4
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - CYCLING,object,CYCLING,1,79.5
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - RUNNING,object,RUNNING,1,87.4
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - FOOTBALL,object,FOOTBALL,1,79.5
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - MEN'S CAVE,object,MEN'S CAVE,1,88.2
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - LADIES CLUB,object,LADIES CLUB,1,93.7
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - BOOK CLUB,object,BOOK CLUB,1,85.8
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - DIET/NUTRITION PROGRAMS,object,DIET/NUTRITION PROGRAMS,1,73.2
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - STAIRCASE/STEP CHALLENGE,object,STAIRCASE/STEP CHALLENGE,1,87.4
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - MEDITATION/YOGA/MUSIC,object,MEDITATION/YOGA/MUSIC,1,82.7
Smart Application,2025,Wellness Activity Would Like To Join AS Champion or Committee Member - QUIZ DAYS,object,QUIZ DAYS,1,79.5
Smart Application,2025,Please reflect on the Mental wellness-related issues listed below and tick the areas you would like us to address in our regular wellness sessions (tick more than one option).,object,Personal issues,1,81.9
Smart Application,2025,Mental Wellness Issues Would Like Addressed - Work/job-related stressors,object,Work/job-related stressors,1,45.7
Smart Application,2025,Mental Wellness Issues Would Like Addressed - Building Healthy families,object,Building Healthy families,1,71.7
Smart Application,2025,Mental Wellness Issues Would Like Addressed - Emotional Wellbeing,object,Emotional Wellbeing,1,61.4
Smart Application,2025,Mental Wellness Issues Would Like Addressed - Financial Wellbeing,object,Financial Wellbeing,1,36.2
Smart Application,2025,"Mental Wellness Issues Would Like Addressed - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)",object,Overcoming Trauma (Coping mechanisms after a traum,1,80.3
Smart Application,2025,Mental Wellness Issues Would Like Addressed - Substance and Drug Dependence,object,Substance and Drug Dependence,1,93.7
Smart Application,2025,Mental Wellness Issues Would Like Addressed - Healthy Relationships,object,Healthy Relationships,1,65.4
Smart Application,2025,Mental Wellness Issues Would Like Addressed - Unresolved Childhood Difficulties,object,Unresolved Childhood Difficulties,1,86.6
Smart Application,2025,Mental Wellness Issues Would Like Addressed - Anxiety and Depression,object,Anxiety and Depression,1,71.7
Smart Application,2025,Mental Wellness Issues Would Like Addressed - Work-life balance,object,Work-life balance,1,33.1
Smart Application,2025,Mental Wellness Issues Would Like Addressed - Lifestyle diseases management,object,Lifestyle diseases management,1,78.7
Smart Application,2025,Mental Wellness Issues Would Like Addressed - Effective Parenting skills (Managing children and teenagers),object,Effective Parenting skills (Managing children and ,1,78.0
Smart Application,2025,Mental Wellness Issues Would Like Addressed - Other (please specify),float64,ALL NULL,0,100.0
Smart Application,2025,Which of the following training programs would you like to attend?,object,Wellness coordinators/ Ambassador for Change,1,52.8
Smart Application,2025,Training Programs Interested Attending - Mental Health Peer counsellor,object,Mental Health Peer counsellor,1,63.8
Smart Application,2025,Training Programs Interested Attending - Baby minder trainings (training for your nannies),object,Baby minder trainings (training for your nannies),1,92.1
Smart Application,2025,Training Programs Interested Attending - Youth/Peer mentorship program (Training for your adolescent son/daughter),object,Youth/Peer mentorship program (Training for your a,1,85.0
Smart Application,2025,Training Programs Interested Attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples),object,Family Health program- relationships/ Marriage iss,1,65.4
Smart Application,2025,Training Programs Interested Attending - Other (please specify),object,Financial programs,2,98.4
Smart Application,2025,Which of the health and wellbeing clubs below would you be interested to join?,object,Thrive club (Those living positively with a life’s,1,90.6
Smart Application,2025,Health & Wellbeing Clubs Interested Joining - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace),object,Soul food (overcomers of a challenging or difficul,1,76.4
Smart Application,2025,"Health & Wellbeing Clubs Interested Joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)",object,Nurture Club (Those supporting young people throug,1,61.4
Smart Application,2025,"Health & Wellbeing Clubs Interested Joining - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)",object,Health club (Those interested in healthy living as,1,44.1
Smart Application,2025,Health & Wellbeing Clubs Interested Joining - Other (please specify),object,na,2,98.4
Nature Conservancy,2025,Respondent ID,object,118867125146,50,0.0
Nature Conservancy,2025,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you.",object,I Agree (Continue with Survey),1,0.0
Nature Conservancy,2025,Please select your gender,object,Male,2,0.0
Nature Conservancy,2025,Kindly select your age group,object,36-40 years,6,0.0
Nature Conservancy,2025,Please select your respective City/Town of operation,object,Nairobi,4,0.0
Nature Conservancy,2025,Rank the below wellness activities in order of your preference and participation in the year 2025 (with 1 being the lowest score and 10 the highest).,float64,10.0,7,16.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - ZUMBA,float64,5.0,9,28.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - SWIMMING,float64,8.0,10,22.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - HIKING,float64,10.0,9,28.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - CYCLING,float64,8.0,10,24.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - RUNNING,float64,8.0,10,28.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - FOOTBALL,float64,8.0,7,32.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - MEN’ S CAVE,float64,10.0,8,36.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - LADIES CLUB,float64,1.0,7,42.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - BOOK CLUB,float64,7.0,10,30.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - DIET/NUTRITION PROGRAMS,float64,8.0,8,28.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - STAIRCASE/STEP CHALLENGE,float64,8.0,10,26.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - MEDITATION/YOGA/MUSIC,float64,1.0,10,26.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - QUIZ DAYS,float64,1.0,9,30.0
Nature Conservancy,2025,Ranking Wellness Activity proposed in order of preference/participation (1 least 10 highest) - Other (please specify),object,Dance,5,88.0
Nature Conservancy,2025,Which of the above would you like to join as a champion or a committee member?,object,GYM/AEROBICS,1,60.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - ZUMBA,object,ZUMBA,1,90.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - SWIMMING,object,SWIMMING,1,76.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - HIKING,object,HIKING,1,88.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - CYCLING,object,CYCLING,1,88.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - RUNNING,object,RUNNING,1,84.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - FOOTBALL,object,FOOTBALL,1,88.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - MEN'S CAVE,object,MEN'S CAVE,1,98.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - LADIES CLUB,object,LADIES CLUB,1,92.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - BOOK CLUB,object,BOOK CLUB,1,88.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - DIET/NUTRITION PROGRAMS,object,DIET/NUTRITION PROGRAMS,1,84.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - STAIRCASE/STEP CHALLENGE,object,STAIRCASE/STEP CHALLENGE,1,96.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - MEDITATION/YOGA/MUSIC,object,MEDITATION/YOGA/MUSIC,1,92.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - QUIZ DAYS,object,QUIZ DAYS,1,98.0
Nature Conservancy,2025,Would Like To Join as Champion or Committee Member - Other (please specify),object,N/a,3,94.0
Nature Conservancy,2025,"Please reflect on the Mental wellness-related issues listed below and tick the areas you would like us to address in our regular wellness sessions (where applicable, tick more than one option).",object,Personal issues,1,84.0
Nature Conservancy,2025,Mental Wellness Issues Would Like Addressed - Work/job-related stressors,object,Work/job-related stressors,1,52.0
Nature Conservancy,2025,Mental Wellness Issues Would Like Addressed - Building Healthy families,object,Building Healthy families,1,62.0
Nature Conservancy,2025,Mental Wellness Issues Would Like Addressed - Emotional Wellbeing,object,Emotional Wellbeing,1,40.0
Nature Conservancy,2025,Mental Wellness Issues Would Like Addressed - Financial Wellbeing,object,Financial Wellbeing,1,48.0
Nature Conservancy,2025,"Mental Wellness Issues Would Like Addressed - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)",object,Overcoming Trauma (Coping mechanisms after a traum,1,88.0
Nature Conservancy,2025,Mental Wellness Issues Would Like Addressed - Substance and Drug Dependence,object,Substance and Drug Dependence,1,96.0
Nature Conservancy,2025,Mental Wellness Issues Would Like Addressed - Healthy Relationships,object,Healthy Relationships,1,68.0
Nature Conservancy,2025,Mental Wellness Issues Would Like Addressed - Unresolved Childhood Difficulties,object,Unresolved Childhood Difficulties,1,86.0
Nature Conservancy,2025,Mental Wellness Issues Would Like Addressed - Anxiety and Depression,object,Anxiety and Depression,1,64.0
Nature Conservancy,2025,Mental Wellness Issues Would Like Addressed - Work-life balance,object,Work-life balance,1,40.0
Nature Conservancy,2025,Mental Wellness Issues Would Like Addressed - Lifestyle diseases management,object,Lifestyle diseases management,1,62.0
Nature Conservancy,2025,Mental Wellness Issues Would Like Addressed - Effective Parenting skills (Managing children and teenagers),object,Effective Parenting skills (Managing children and ,1,68.0
Nature Conservancy,2025,Mental Wellness Issues Would Like Addressed - Other (please specify),object,None ,1,98.0
Nature Conservancy,2025,Which of the following training programs would you like to attend?,object,Wellness coordinators/ Ambassador for Change,1,52.0
Nature Conservancy,2025,Training Programs Would Like To Attend - Mental Health Peer counsellor,object,Mental Health Peer counsellor,1,68.0
Nature Conservancy,2025,Training Programs Would Like To Attend - Baby minder trainings (training for your nannies),object,Baby minder trainings (training for your nannies),1,94.0
Nature Conservancy,2025,Training Programs Would Like To Attend - Youth/Peer mentorship program (Training for your adolescent son/daughter),object,Youth/Peer mentorship program (Training for your a,1,72.0
Nature Conservancy,2025,Training Programs Would Like To Attend - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples),object,Family Health program- relationships/ Marriage iss,1,66.0
Nature Conservancy,2025,Training Programs Would Like To Attend - Other (please specify),object,?,1,98.0
Nature Conservancy,2025,Which of the health and wellbeing clubs below would you be interested to join?,object,Thrive club (Those living positively with a life’s,1,88.0
Nature Conservancy,2025,Health & Wellbeing Clubs Interested Joining - Soul food (Overcomers of a challenging or difficult situation in life; from grass to grace),object,Soul food (Overcomers of a challenging or difficul,1,76.0
Nature Conservancy,2025,"Health & Wellbeing Clubs Interested Joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)",object,Nurture Club (Those supporting young people throug,1,56.0
Nature Conservancy,2025,"Health & Wellbeing Clubs Interested Joining - Health club (Those interested in healthy living aspects; healthy eating, exercising, health promotion etc.)",object,Health club (Those interested in healthy living as,1,30.0
Nature Conservancy,2025,Health & Wellbeing Clubs Interested Joining - Other (please specify),float64,ALL NULL,0,100.0
Nature Conservancy,2025,Do you have a preferred gym?,object,Yes,2,16.0
Nature Conservancy,2025,"Please state the name, location and phone number of your preferred gym.",object,The Mark Hotel,29,32.0
Nature Conservancy,2025,Location,object,Bypass Kamakis,32,32.0
UNFCU,2025,Respondent ID,object,114816543549,29,0.0
UNFCU,2025,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you",object,I Agree,1,0.0
UNFCU,2025,Are you aware of the Employee Assistance Program EAP available to you through Minet?,object,Not Specified,3,0.0
UNFCU,2025,"If you are aware of the EAP, how comfortable do you feel using it to access support for personal or work-related issues?",object,Neutral,4,6.9
UNFCU,2025,Have you ever used the Employee Assistance Program (EAP)?,object,Not Specified,3,0.0
UNFCU,2025,"If yes, how satisfied were you with the services you received from the EAP?",object,Neither satisfied nor dissatisfied,3,6.9
UNFCU,2025,"If you have not used the EAP, what are the main reasons? (Select all that apply)",object,Not aware of how to access it,1,65.5
UNFCU,2025,EAP Non-Use Reason - Don’t think I need the services,object,Don’t think I need the services,1,93.1
UNFCU,2025,EAP Non-Use Reason - Privacy concerns,object,Privacy concerns,1,82.8
UNFCU,2025,EAP Non-Use Reason - Don’t feel comfortable using it,object,Don’t feel comfortable using it,1,93.1
UNFCU,2025,EAP Non-Use Reason - Lack of time to use the services,object,Lack of time to use the services,1,89.7
UNFCU,2025,EAP Non-Use Reason - I prefer to handle issues on my own,object,I prefer to handle issues on my own,1,89.7
UNFCU,2025,EAP Non-Use Reason - Other (please specify),object,Fairely new staff,9,69.0
UNFCU,2025,"What, if anything, would encourage you to use the EAP in the future?",object,More awareness/education about the program,5,6.9
UNFCU,2025,What would Encourage you to use EAP in future - Other (please specify),object,Maybe educational programs like financial literacy,4,86.2
UNFCU,2025,Would you like us to link you or your dependents to our professional counselors for support?,object,No,2,20.7
UNFCU,2025,"If yes, please provide your contact information",float64,ALL NULL,0,100.0
UNFCU,2025,Do yo have any suggestions for improving the Employee Assistance Program?,object,None ,12,55.2
UNFCU,2025,Any additional comments or thoughts regarding the EAP?,object,none,7,72.4
UNFCU,2025,How would you rate the state of your mental well-being?,object,Not Specified,6,0.0
UNFCU,2025,What challenges are you currently facing?,object,Parenting,7,6.9
UNFCU,2025,Current Challenges - Other (please specify),object,I am a very happy girl. :) ,4,86.2
UNFCU,2025,Please reflect on the mental Wellness related issues listed below and tick the areas you would like us to address on our regular sessions? (Select more than one if applicable),object,Work/job related stressors,1,27.6
UNFCU,2025,Mental Wellness Issues Would Like Adressed - Emotional intelligence,object,Emotional intelligence,1,44.8
UNFCU,2025,Mental Wellness Issues Would Like Adressed - Financial constraints,object,Financial constraints,1,51.7
UNFCU,2025,Mental Wellness Issues Would Like Adressed - Trauma,object,Trauma,1,75.9
UNFCU,2025,Mental Wellness Issues Would Like Adressed - Substance and Drug Dependence,object,Substance and Drug Dependence,1,93.1
UNFCU,2025,Mental Wellness Issues Would Like Adressed - Relationship Difficulties,object,Relationship Difficulties,1,69.0
UNFCU,2025,Mental Wellness Issues Would Like Adressed - Unresolved Childhood Difficulties,object,Unresolved Childhood Difficulties,1,82.8
UNFCU,2025,Mental Wellness Issues Would Like Adressed - Anxiety and Depression,object,Anxiety and Depression,1,62.1
UNFCU,2025,Mental Wellness Issues Would Like Adressed - Other (please specify),object,How to motivate staff and how staff can motivate t,1,96.6
UNFCU,2025,How many hours do you sleep per day?,object,7 - 9,2,6.9
UNFCU,2025,How often do you smoke?,object,Never,2,6.9
UNFCU,2025,How often do you drink alcohol?,object,Never,2,6.9
UNFCU,2025,How would you rate your overall nutrition and eating habits?,object,Neutral,4,6.9
UNFCU,2025,Do you regularly schedule and attend annual wellness checkups with a healthcare provider?,object,"Yes, I attend checkups every year",4,6.9
UNFCU,2025,How would you describe your exercise routine or physical activity level?,object,Occasionally Active (I exercise occasionally or do,4,6.9
UNFCU,2025,Which of the following physical activities do you regularly engage in? (Select all that apply),object,Walking,1,20.7
UNFCU,2025,Which Physical Activities Do You Regularly Engage In - Running or Jogging,object,Running or Jogging,1,62.1
UNFCU,2025,Which Physical Activities Do You Regularly Engage In - Cycling,object,Cycling,1,82.8
UNFCU,2025,Which Physical Activities Do You Regularly Engage In - Swimming,object,Swimming,1,93.1
UNFCU,2025,"Which Physical Activities Do You Regularly Engage In - Strength training (e.g., weightlifting, resistance exercises)",object,"Strength training (e.g., weightlifting, resistance",1,65.5
UNFCU,2025,Which Physical Activities Do You Regularly Engage In - Yoga or Pilates,object,Yoga or Pilates,1,89.7
UNFCU,2025,"Which Physical Activities Do You Regularly Engage In - Team sports (e.g., soccer, basketball, volleyball)",object,"Team sports (e.g., soccer, basketball, volleyball)",1,86.2
UNFCU,2025,Which Physical Activities Do You Regularly Engage In - Hiking,object,Hiking,1,86.2
UNFCU,2025,Which Physical Activities Do You Regularly Engage In - Dancing,object,Dancing,1,89.7
UNFCU,2025,Which Physical Activities Do You Regularly Engage In - Other (please specify),object,Swimming,1,96.6
WOW Beverages,2025,Respondent_ID,object,118867557069,15,0.0
WOW Beverages,2025,Consent,object,I Agree (Continue with Survey),1,0.0
WOW Beverages,2025,Gender,object,Female,2,0.0
WOW Beverages,2025,Age_Group,object,50+ years,5,0.0
WOW Beverages,2025,Functional_Unit,object,Supply Chain and Logistics.,5,0.0
WOW Beverages,2025,"Rank the below wellness activities in order of your preference and participation in the year 2025 (1 being the lowest, while 10 being the highest score)",float64,10.0,6,40.0
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - ZUMBA,float64,9.0,6,40.0
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - SWIMMING,float64,10.0,4,53.3
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - HIKING,float64,10.0,6,33.3
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - CYCLING,float64,10.0,4,46.7
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - RUNNING,float64,4.0,8,40.0
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - FOOTBALL,float64,1.0,6,46.7
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - MEN’ S CAVE,float64,1.0,4,53.3
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - LADIES CLUB,float64,1.0,5,46.7
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - BOOK CLUB,float64,5.0,6,33.3
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - DIET/NUTRITION PROGRAMS,float64,9.0,6,26.7
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - STAIRCASE/STEP CHALLENGE,float64,1.0,8,40.0
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - MEDITATION/YOGA/MUSIC,float64,10.0,6,33.3
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - QUIZ DAYS,float64,1.0,6,33.3
WOW Beverages,2025,Rank of Wellness Activities In Order Of Preference/Participation(1 least 10 highest) - Other (please specify),object,none,2,86.7
WOW Beverages,2025,Which of the above would you like to join as a champion or a committee member?,object,GYM/AEROBICS,1,66.7
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - ZUMBA,object,ZUMBA,1,73.3
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - SWIMMING,object,SWIMMING,1,93.3
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - HIKING,object,HIKING,1,66.7
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - CYCLING,object,CYCLING,1,66.7
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - RUNNING,object,RUNNING,1,86.7
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - FOOTBALL,object,FOOTBALL,1,80.0
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - MEN'S CAVE,object,MEN'S CAVE,1,93.3
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - LADIES CLUB,object,LADIES CLUB,1,86.7
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - BOOK CLUB,object,BOOK CLUB,1,73.3
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - DIET/NUTRITION PROGRAMS,object,DIET/NUTRITION PROGRAMS,1,73.3
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - STAIRCASE/STEP CHALLENGE,object,STAIRCASE/STEP CHALLENGE,1,86.7
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - MEDITATION/YOGA/MUSIC,object,MEDITATION/YOGA/MUSIC,1,80.0
WOW Beverages,2025,Wellness Activity Would Like To Join as Champion Or Committee Member - QUIZ DAYS,float64,ALL NULL,0,100.0
WOW Beverages,2025,Please reflect on the Mental wellness-related issues listed below and tick the areas you would  like us to address in our regular wellness sessions (tick more than one option).,object,Personal issues,1,40.0
WOW Beverages,2025,Mental Wellness Issues Would Like Addressed - Work/job-related stressors,object,Work/job-related stressors,1,73.3
WOW Beverages,2025,Mental Wellness Issues Would Like Addressed - Building Healthy families,object,Building Healthy families,1,53.3
WOW Beverages,2025,Mental Wellness Issues Would Like Addressed - Emotional Wellbeing,object,Emotional Wellbeing,1,40.0
WOW Beverages,2025,Mental Wellness Issues Would Like Addressed - Financial Wellbeing,object,Financial Wellbeing,1,60.0
WOW Beverages,2025,"Mental Wellness Issues Would Like Addressed - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)",object,Overcoming Trauma (Coping mechanisms after a traum,1,73.3
WOW Beverages,2025,Mental Wellness Issues Would Like Addressed - Substance and Drug Dependence,object,Substance and Drug Dependence,1,93.3
WOW Beverages,2025,Mental Wellness Issues Would Like Addressed - Healthy Relationships,object,Healthy Relationships,1,40.0
WOW Beverages,2025,Mental Wellness Issues Would Like Addressed - Unresolved Childhood Difficulties,object,Unresolved Childhood Difficulties,1,66.7
WOW Beverages,2025,Mental Wellness Issues Would Like Addressed - Anxiety and Depression,object,Anxiety and Depression,1,66.7
WOW Beverages,2025,Mental Wellness Issues Would Like Addressed - Work-life balance,object,Work-life balance,1,53.3
WOW Beverages,2025,Mental Wellness Issues Would Like Addressed - Lifestyle diseases management,object,Lifestyle diseases management,1,60.0
WOW Beverages,2025,Mental Wellness Issues Would Like Addressed - Effective Parenting skills (Managing children and teenagers),object,Effective Parenting skills (Managing children and ,1,86.7
WOW Beverages,2025,Mental Wellness Issues Would Like Addressed - Other (please specify),object,none,1,93.3
WOW Beverages,2025,Which of the following training programs would you like to attend?,object,Wellness coordinators/ Ambassador for Change,1,46.7
WOW Beverages,2025,Training Programs Interested Attending - Mental Health Peer counsellor,object,Mental Health Peer counsellor,1,66.7
WOW Beverages,2025,Training Programs Interested Attending - Baby minder trainings (training for your nannies),float64,ALL NULL,0,100.0
WOW Beverages,2025,Training Programs Interested Attending - Youth/Peer mentorship program (Training for your adolescent son/daughter),object,Youth/Peer mentorship program (Training for your a,1,80.0
WOW Beverages,2025,Training Programs Interested Attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples),object,Family Health program- relationships/ Marriage iss,1,46.7
WOW Beverages,2025,Training Programs Interested Attending - Other (please specify),object,none,1,93.3
WOW Beverages,2025,Which of the health and wellbeing clubs below would you be interested to join?,object,Thrive club (Those living positively with a life’s,1,86.7
WOW Beverages,2025,Health & Wellbeing Clubs Interested Joining - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace),object,Soul food (overcomers of a challenging or difficul,1,73.3
WOW Beverages,2025,"Health & Wellbeing Clubs Interested Joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)",object,Nurture Club (Those supporting young people throug,1,60.0
WOW Beverages,2025,"Health & Wellbeing Clubs Interested Joining - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)",object,Health club (Those interested in healthy living as,1,20.0
WOW Beverages,2025,Health & Wellbeing Clubs Interested Joining - Other (please specify),object,none,1,93.3
